trajectory_key,case,Id,row_count,start_time,end_time,duration_hours,missing_count,infinite_count,duplicate_timestamp_count,invalid_interval_count,min_interval_hours,max_interval_hours
case1::46,case1,46,2759,0.0,137.9,137.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::47,case1,47,2776,0.0,138.75,138.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::48,case1,48,2789,0.0,139.4,139.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::49,case1,49,2914,0.0,145.65,145.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::50,case1,50,2777,0.0,138.8,138.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::51,case1,51,2903,0.0,145.1,145.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::52,case1,52,2785,0.0,139.2,139.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::53,case1,53,2940,0.0,146.95,146.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::54,case1,54,2798,0.0,139.85,139.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::55,case1,55,2764,0.0,138.15,138.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::56,case1,56,2787,0.0,139.3,139.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::57,case1,57,2879,0.0,143.9,143.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::58,case1,58,2833,0.0,141.6,141.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::59,case1,59,2793,0.0,139.6,139.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::60,case1,60,2902,0.0,145.05,145.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::61,case1,61,2870,0.0,143.45,143.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::62,case1,62,2841,0.0,142.0,142.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::63,case1,63,2902,0.0,145.05,145.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::64,case1,64,2811,0.0,140.5,140.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::65,case1,65,2876,0.0,143.75,143.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::66,case1,66,2897,0.0,144.8,144.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::67,case1,67,2808,0.0,140.35,140.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::68,case1,68,2855,0.0,142.7,142.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::69,case1,69,2751,0.0,137.5,137.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::70,case1,70,2737,0.0,136.8,136.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::71,case1,71,2855,0.0,142.7,142.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::72,case1,72,2877,0.0,143.8,143.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::73,case1,73,2918,0.0,145.85,145.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::74,case1,74,2765,0.0,138.2,138.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::75,case1,75,2850,0.0,142.45,142.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::76,case1,76,2824,0.0,141.15,141.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::77,case1,77,2745,0.0,137.2,137.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::78,case1,78,2821,0.0,141.0,141.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::79,case1,79,2766,0.0,138.25,138.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::80,case1,80,2871,0.0,143.5,143.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::81,case1,81,2785,0.0,139.2,139.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::82,case1,82,2826,0.0,141.25,141.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::83,case1,83,2747,0.0,137.3,137.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::84,case1,84,2862,0.0,143.05,143.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::85,case1,85,2784,0.0,139.15,139.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::86,case1,86,2863,0.0,143.1,143.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::87,case1,87,2859,0.0,142.9,142.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::88,case1,88,2892,0.0,144.55,144.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::89,case1,89,2827,0.0,141.3,141.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::90,case1,90,2743,0.0,137.1,137.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::91,case1,91,2778,0.0,138.85,138.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::92,case1,92,2906,0.0,145.25,145.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::93,case1,93,2740,0.0,136.95,136.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::94,case1,94,2885,0.0,144.2,144.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::95,case1,95,2825,0.0,141.2,141.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::96,case1,96,2917,0.0,145.8,145.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::97,case1,97,2738,0.0,136.85,136.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::98,case1,98,2796,0.0,139.75,139.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::99,case1,99,2733,0.0,136.6,136.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case1::100,case1,100,2904,0.0,145.15,145.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::1,case2,1,2739,0.0,136.9,136.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::2,case2,2,2901,0.0,145.0,145.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::3,case2,3,2909,0.0,145.4,145.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::4,case2,4,2917,0.0,145.8,145.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::5,case2,5,2754,0.0,137.65,137.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::6,case2,6,2821,0.0,141.0,141.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::7,case2,7,2793,0.0,139.6,139.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::8,case2,8,2904,0.0,145.15,145.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::9,case2,9,2826,0.0,141.25,141.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::10,case2,10,2924,0.0,146.15,146.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::11,case2,11,2774,0.0,138.65,138.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::12,case2,12,2792,0.0,139.55,139.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::13,case2,13,2764,0.0,138.15,138.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::14,case2,14,2763,0.0,138.1,138.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::15,case2,15,2914,0.0,145.65,145.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::16,case2,16,2854,0.0,142.65,142.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::17,case2,17,2848,0.0,142.35,142.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::18,case2,18,2764,0.0,138.15,138.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::19,case2,19,2912,0.0,145.55,145.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::20,case2,20,2861,0.0,143.0,143.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::21,case2,21,2804,0.0,140.15,140.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::22,case2,22,2838,0.0,141.85,141.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::23,case2,23,2815,0.0,140.7,140.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::24,case2,24,2743,0.0,137.1,137.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::25,case2,25,2780,0.0,138.95,138.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::26,case2,26,2753,0.0,137.6,137.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::27,case2,27,2766,0.0,138.25,138.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::28,case2,28,2779,0.0,138.9,138.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::29,case2,29,2817,0.0,140.8,140.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::30,case2,30,2735,0.0,136.7,136.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::31,case2,31,2917,0.0,145.8,145.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::32,case2,32,2926,0.0,146.25,146.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::33,case2,33,2828,0.0,141.35,141.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::34,case2,34,2827,0.0,141.3,141.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::35,case2,35,2796,0.0,139.75,139.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::36,case2,36,2915,0.0,145.7,145.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::37,case2,37,2801,0.0,140.0,140.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::38,case2,38,2751,0.0,137.5,137.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::39,case2,39,2888,0.0,144.35,144.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::40,case2,40,2804,0.0,140.15,140.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::41,case2,41,2776,0.0,138.75,138.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::42,case2,42,2806,0.0,140.25,140.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::43,case2,43,2745,0.0,137.2,137.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::44,case2,44,2753,0.0,137.6,137.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::45,case2,45,2922,0.0,146.05,146.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::46,case2,46,2925,0.0,146.2,146.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::47,case2,47,2842,0.0,142.05,142.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::48,case2,48,2735,0.0,136.7,136.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::49,case2,49,2773,0.0,138.6,138.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::50,case2,50,2796,0.0,139.75,139.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::51,case2,51,2895,0.0,144.7,144.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::52,case2,52,2724,0.0,136.15,136.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::53,case2,53,2729,0.0,136.4,136.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::54,case2,54,2755,0.0,137.7,137.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::55,case2,55,2857,0.0,142.8,142.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::56,case2,56,2876,0.0,143.75,143.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::57,case2,57,2854,0.0,142.65,142.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::58,case2,58,2811,0.0,140.5,140.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::59,case2,59,2832,0.0,141.55,141.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::60,case2,60,2779,0.0,138.9,138.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::61,case2,61,2877,0.0,143.8,143.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::62,case2,62,2754,0.0,137.65,137.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::63,case2,63,2861,0.0,143.0,143.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::64,case2,64,2752,0.0,137.55,137.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::65,case2,65,2792,0.0,139.55,139.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::66,case2,66,2845,0.0,142.2,142.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::67,case2,67,2882,0.0,144.05,144.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::68,case2,68,2731,0.0,136.5,136.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::69,case2,69,2915,0.0,145.7,145.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::70,case2,70,2881,0.0,144.0,144.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::71,case2,71,2815,0.0,140.7,140.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::72,case2,72,2803,0.0,140.1,140.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::73,case2,73,2805,0.0,140.2,140.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::74,case2,74,2777,0.0,138.8,138.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::75,case2,75,2818,0.0,140.85,140.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::76,case2,76,2818,0.0,140.85,140.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::77,case2,77,2888,0.0,144.35,144.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::78,case2,78,2883,0.0,144.1,144.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::79,case2,79,2844,0.0,142.15,142.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::80,case2,80,2789,0.0,139.4,139.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::81,case2,81,2885,0.0,144.2,144.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::82,case2,82,2820,0.0,140.95,140.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::83,case2,83,2782,0.0,139.05,139.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::84,case2,84,2909,0.0,145.4,145.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::85,case2,85,2897,0.0,144.8,144.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::86,case2,86,2822,0.0,141.05,141.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::87,case2,87,2838,0.0,141.85,141.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::88,case2,88,2830,0.0,141.45,141.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::89,case2,89,2745,0.0,137.2,137.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::90,case2,90,2765,0.0,138.2,138.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::91,case2,91,2802,0.0,140.05,140.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::92,case2,92,2756,0.0,137.75,137.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::93,case2,93,2883,0.0,144.1,144.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::94,case2,94,2748,0.0,137.35,137.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::95,case2,95,2754,0.0,137.65,137.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::96,case2,96,2742,0.0,137.05,137.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::97,case2,97,2749,0.0,137.4,137.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::98,case2,98,2792,0.0,139.55,139.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::99,case2,99,2768,0.0,138.35,138.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case2::100,case2,100,2899,0.0,144.9,144.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::1,case3,1,2843,0.0,142.1,142.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::2,case3,2,2817,0.0,140.8,140.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::3,case3,3,2969,0.0,148.4,148.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::4,case3,4,2982,0.0,149.05,149.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::5,case3,5,2872,0.0,143.55,143.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::6,case3,6,2794,0.0,139.65,139.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::7,case3,7,2827,0.0,141.3,141.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::8,case3,8,2853,0.0,142.6,142.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::9,case3,9,2892,0.0,144.55,144.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::10,case3,10,2800,0.0,139.95,139.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::11,case3,11,2900,0.0,144.95,144.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::12,case3,12,2936,0.0,146.75,146.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::13,case3,13,2823,0.0,141.1,141.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::14,case3,14,2774,0.0,138.65,138.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::15,case3,15,2807,0.0,140.3,140.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::16,case3,16,2829,0.0,141.4,141.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::17,case3,17,2845,0.0,142.2,142.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::18,case3,18,2862,0.0,143.05,143.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::19,case3,19,2785,0.0,139.2,139.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::20,case3,20,2791,0.0,139.5,139.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::21,case3,21,2908,0.0,145.35,145.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::22,case3,22,2745,0.0,137.2,137.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::23,case3,23,2959,0.0,147.9,147.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::24,case3,24,2892,0.0,144.55,144.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::25,case3,25,2845,0.0,142.2,142.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::26,case3,26,2851,0.0,142.5,142.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::27,case3,27,2809,0.0,140.4,140.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::28,case3,28,2833,0.0,141.6,141.6,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::29,case3,29,2955,0.0,147.7,147.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::30,case3,30,2854,0.0,142.65,142.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::31,case3,31,2855,0.0,142.7,142.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::32,case3,32,2819,0.0,140.9,140.9,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::33,case3,33,2851,0.0,142.5,142.5,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::34,case3,34,2889,0.0,144.4,144.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::35,case3,35,2890,0.0,144.45,144.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::36,case3,36,2843,0.0,142.1,142.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::37,case3,37,2810,0.0,140.45,140.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::38,case3,38,2969,0.0,148.4,148.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::39,case3,39,2762,0.0,138.05,138.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::40,case3,40,2940,0.0,146.95,146.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::41,case3,41,2917,0.0,145.8,145.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::42,case3,42,2907,0.0,145.3,145.3,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::43,case3,43,2784,0.0,139.15,139.15,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::44,case3,44,2809,0.0,140.4,140.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::45,case3,45,2803,0.0,140.1,140.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::46,case3,46,2877,0.0,143.8,143.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::47,case3,47,2790,0.0,139.45,139.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::48,case3,48,2921,0.0,146.0,146.0,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::49,case3,49,2795,0.0,139.7,139.7,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::50,case3,50,2854,0.0,142.65,142.65,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::51,case3,51,2868,0.0,143.35,143.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::52,case3,52,2925,0.0,146.2,146.2,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::53,case3,53,2888,0.0,144.35,144.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::54,case3,54,2936,0.0,146.75,146.75,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::55,case3,55,2920,0.0,145.95,145.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::56,case3,56,2820,0.0,140.95,140.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::57,case3,57,2900,0.0,144.95,144.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::58,case3,58,2790,0.0,139.45,139.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::59,case3,59,2730,0.0,136.45,136.45,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::60,case3,60,2912,0.0,145.55,145.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::61,case3,61,2860,0.0,142.95,142.95,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::62,case3,62,2837,0.0,141.8,141.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::63,case3,63,2917,0.0,145.8,145.8,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::64,case3,64,2882,0.0,144.05,144.05,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::65,case3,65,2869,0.0,143.4,143.4,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::66,case3,66,2923,0.0,146.1,146.1,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::67,case3,67,2886,0.0,144.25,144.25,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::68,case3,68,2878,0.0,143.85,143.85,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::69,case3,69,2788,0.0,139.35,139.35,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::70,case3,70,2812,0.0,140.55,140.55,0,0,0,0,0.04999999999998295,0.05000000000001137
case3::71,case3,71,2937,0.0,146.8,146.8,0,0,0,0,0.04999999999998295,0.05000000000001137
